timestamp,robot_id,axis_id,pos_deg,current_amp,temp_cel,vibration_mm_s
2025-12-23T16:50:19,ROB-01,1,61.69,1.95,38.5,0.021
2025-12-23T16:50:19,ROB-01,2,7.09,7.45,42.4,0.112
2025-12-23T16:50:20,ROB-01,1,62.52,1.8,38.5,0.031
2025-12-23T16:50:20,ROB-01,2,6.79,6.39,42.4,0.116
2025-12-23T16:50:21,ROB-01,1,63.35,1.28,38.5,0.016
2025-12-23T16:50:21,ROB-01,2,6.47,6.99,42.4,0.107
2025-12-23T16:50:22,ROB-01,1,64.17,1.41,38.5,0.014
2025-12-23T16:50:22,ROB-01,2,6.14,6.78,42.4,0.143
2025-12-23T16:50:23,ROB-01,1,64.98,1.73,38.5,0.037
2025-12-23T16:50:23,ROB-01,2,5.8,7.22,42.4,0.152
2025-12-23T16:50:24,ROB-01,1,65.78,1.94,38.5,0.039
2025-12-23T16:50:24,ROB-01,2,5.45,6.79,42.4,0.118
2025-12-23T16:50:25,ROB-01,1,66.57,1.34,38.5,0.031
2025-12-23T16:50:25,ROB-01,2,5.09,6.66,42.4,0.122
2025-12-23T16:50:26,ROB-01,1,67.36,1.4,38.5,0.019
2025-12-23T16:50:26,ROB-01,2,4.71,6.07,42.5,0.135
2025-12-23T16:50:27,ROB-01,1,68.14,1.63,38.5,0.015
2025-12-23T16:50:27,ROB-01,2,4.32,7.27,42.5,0.143
2025-12-23T16:50:28,ROB-01,1,68.9,1.55,38.5,0.017
2025-12-23T16:50:28,ROB-01,2,3.93,6.9,42.5,0.137
2025-12-23T16:50:29,ROB-01,1,69.66,1.2,38.5,0.025
2025-12-23T16:50:29,ROB-01,2,3.52,5.23,42.5,0.095
2025-12-23T16:50:30,ROB-01,1,70.41,1.74,38.5,0.04
2025-12-23T16:50:30,ROB-01,2,3.1,6.95,42.5,0.154
2025-12-23T16:50:31,ROB-01,1,71.15,1.25,38.5,0.012
2025-12-23T16:50:31,ROB-01,2,2.68,5.48,42.5,0.092
2025-12-23T16:50:32,ROB-01,1,71.87,1.93,38.5,0.019
2025-12-23T16:50:32,ROB-01,2,2.25,6.57,42.5,0.121
2025-12-23T16:50:33,ROB-01,1,72.59,1.91,38.5,0.016
2025-12-23T16:50:33,ROB-01,2,1.8,6.04,42.5,0.11
2025-12-23T16:50:34,ROB-01,1,73.3,1.59,38.5,0.036
2025-12-23T16:50:34,ROB-01,2,1.35,4.86,42.6,0.107
2025-12-23T16:50:35,ROB-01,1,73.99,1.27,38.5,0.011
2025-12-23T16:50:35,ROB-01,2,0.9,6.25,42.6,0.13
2025-12-23T16:50:36,ROB-01,1,74.67,1.88,38.5,0.02
2025-12-23T16:50:36,ROB-01,2,0.44,5.87,42.6,0.098
2025-12-23T16:50:37,ROB-01,1,75.34,1.63,38.5,0.032
2025-12-23T16:50:37,ROB-01,2,-0.03,5.28,42.6,0.128
2025-12-23T16:50:38,ROB-01,1,76.0,1.5,38.5,0.025
2025-12-23T16:50:38,ROB-01,2,-0.51,6.48,42.6,0.112
2025-12-23T16:50:39,ROB-01,1,76.65,1.96,38.5,0.015
2025-12-23T16:50:39,ROB-01,2,-0.99,5.38,42.6,0.096
2025-12-23T16:50:40,ROB-01,1,77.28,1.3,38.5,0.014
2025-12-23T16:50:40,ROB-01,2,-1.47,5.25,42.6,0.105
2025-12-23T16:50:41,ROB-01,1,77.9,1.91,38.5,0.029
2025-12-23T16:50:41,ROB-01,2,-1.96,5.29,42.6,0.083
2025-12-23T16:50:42,ROB-01,1,78.51,1.84,38.5,0.034
2025-12-23T16:50:42,ROB-01,2,-2.45,5.12,42.6,0.117
2025-12-23T16:50:43,ROB-01,1,79.1,1.81,38.6,0.022
2025-12-23T16:50:43,ROB-01,2,-2.94,5.64,42.6,0.104
2025-12-23T16:50:44,ROB-01,1,79.68,1.67,38.6,0.013
2025-12-23T16:50:44,ROB-01,2,-3.44,6.53,42.7,0.132
2025-12-23T16:50:45,ROB-01,1,80.25,1.63,38.6,0.017
2025-12-23T16:50:45,ROB-01,2,-3.94,5.35,42.7,0.09
2025-12-23T16:50:46,ROB-01,1,80.8,1.29,38.6,0.038
2025-12-23T16:50:46,ROB-01,2,-4.44,6.35,42.7,0.096
2025-12-23T16:50:47,ROB-01,1,81.34,1.47,38.6,0.031
2025-12-23T16:50:47,ROB-01,2,-4.94,6.18,42.7,0.108
2025-12-23T16:50:48,ROB-01,1,81.86,1.59,38.6,0.022
2025-12-23T16:50:48,ROB-01,2,-5.44,5.9,42.7,0.097
2025-12-23T16:50:49,ROB-01,1,82.37,1.84,38.6,0.018
2025-12-23T16:50:49,ROB-01,2,-5.94,6.62,42.7,0.134
2025-12-23T16:50:50,ROB-01,1,82.87,1.78,38.6,0.029
2025-12-23T16:50:50,ROB-01,2,-6.44,7.17,42.7,0.116
2025-12-23T16:50:51,ROB-01,1,83.34,1.69,38.6,0.029
2025-12-23T16:50:51,ROB-01,2,-6.93,6.65,42.7,0.13
2025-12-23T16:50:52,ROB-01,1,83.81,1.59,38.6,0.035
2025-12-23T16:50:52,ROB-01,2,-7.43,7.1,42.8,0.115
2025-12-23T16:50:53,ROB-01,1,84.26,1.37,38.6,0.038
2025-12-23T16:50:53,ROB-01,2,-7.92,7.03,42.8,0.132
2025-12-23T16:50:54,ROB-01,1,84.69,1.69,38.6,0.035
2025-12-23T16:50:54,ROB-01,2,-8.41,6.62,42.8,0.112
2025-12-23T16:50:55,ROB-01,1,85.1,1.59,38.6,0.026
2025-12-23T16:50:55,ROB-01,2,-8.89,6.96,42.8,0.154
2025-12-23T16:50:56,ROB-01,1,85.5,1.37,38.6,0.035
2025-12-23T16:50:56,ROB-01,2,-9.37,7.42,42.8,0.142
2025-12-23T16:50:57,ROB-01,1,85.89,1.47,38.6,0.037
2025-12-23T16:50:57,ROB-01,2,-9.85,8.31,42.8,0.137
2025-12-23T16:50:58,ROB-01,1,86.26,1.91,38.6,0.014
2025-12-23T16:50:58,ROB-01,2,-10.32,7.26,42.8,0.14
2025-12-23T16:50:59,ROB-01,1,86.61,1.79,38.6,0.032
2025-12-23T16:50:59,ROB-01,2,-10.78,8.49,42.9,0.142
2025-12-23T16:51:00,ROB-01,1,86.94,1.85,38.6,0.032
2025-12-23T16:51:00,ROB-01,2,-11.24,7.1,42.9,0.127
2025-12-23T16:51:01,ROB-01,1,87.26,1.3,38.6,0.02
2025-12-23T16:51:01,ROB-01,2,-11.69,8.71,42.9,0.178
2025-12-23T16:51:02,ROB-01,1,87.56,1.81,38.6,0.019
2025-12-23T16:51:02,ROB-01,2,-12.14,8.89,42.9,0.15
2025-12-23T16:51:03,ROB-01,1,87.84,1.85,38.6,0.019
2025-12-23T16:51:03,ROB-01,2,-12.57,7.44,42.9,0.143
2025-12-23T16:51:04,ROB-01,1,88.11,1.3,38.6,0.02
2025-12-23T16:51:04,ROB-01,2,-13.0,8.12,42.9,0.126
2025-12-23T16:51:05,ROB-01,1,88.36,1.79,38.6,0.011
2025-12-23T16:51:05,ROB-01,2,-13.42,9.09,42.9,0.142
2025-12-23T16:51:06,ROB-01,1,88.59,1.51,38.6,0.026
2025-12-23T16:51:06,ROB-01,2,-13.83,9.26,43.0,0.165
2025-12-23T16:51:07,ROB-01,1,88.81,1.55,38.6,0.036
2025-12-23T16:51:07,ROB-01,2,-14.23,9.31,43.0,0.158
2025-12-23T16:51:08,ROB-01,1,89.0,1.22,38.6,0.031
2025-12-23T16:51:08,ROB-01,2,-14.62,8.82,43.0,0.173
2025-12-23T16:51:09,ROB-01,1,89.18,1.45,38.6,0.015
2025-12-23T16:51:09,ROB-01,2,-14.99,8.5,43.0,0.143
2025-12-23T16:51:10,ROB-01,1,89.35,1.57,38.6,0.036
2025-12-23T16:51:10,ROB-01,2,-15.36,9.04,43.0,0.184
2025-12-23T16:51:11,ROB-01,1,89.49,1.91,38.6,0.016
2025-12-23T16:51:11,ROB-01,2,-15.72,7.85,43.0,0.133
2025-12-23T16:51:12,ROB-01,1,89.62,1.38,38.6,0.02
2025-12-23T16:51:12,ROB-01,2,-16.06,8.8,43.1,0.181
2025-12-23T16:51:13,ROB-01,1,89.72,1.35,38.6,0.021
2025-12-23T16:51:13,ROB-01,2,-16.39,9.62,43.1,0.158
2025-12-23T16:51:14,ROB-01,1,89.81,1.94,38.6,0.027
2025-12-23T16:51:14,ROB-01,2,-16.71,8.16,43.1,0.146
2025-12-23T16:51:15,ROB-01,1,89.89,1.81,38.6,0.022
2025-12-23T16:51:15,ROB-01,2,-17.02,9.69,43.1,0.176
2025-12-23T16:51:16,ROB-01,1,89.94,1.45,38.6,0.011
2025-12-23T16:51:16,ROB-01,2,-17.31,8.93,43.1,0.151
2025-12-23T16:51:17,ROB-01,1,89.98,1.95,38.6,0.017
2025-12-23T16:51:17,ROB-01,2,-17.59,9.11,43.2,0.14
2025-12-23T16:51:18,ROB-01,1,90.0,1.24,38.6,0.02
2025-12-23T16:51:18,ROB-01,2,-17.85,8.31,43.2,0.166
2025-12-23T16:51:19,ROB-01,1,90.0,1.44,38.6,0.028
2025-12-23T16:51:19,ROB-01,2,-18.1,9.7,43.2,0.164
2025-12-23T16:51:20,ROB-01,1,89.98,1.47,38.6,0.04
2025-12-23T16:51:20,ROB-01,2,-18.34,9.31,43.2,0.167
2025-12-23T16:51:21,ROB-01,1,89.95,1.71,38.6,0.012
2025-12-23T16:51:21,ROB-01,2,-18.56,9.03,43.2,0.174
2025-12-23T16:51:22,ROB-01,1,89.89,1.62,38.6,0.012
2025-12-23T16:51:22,ROB-01,2,-18.77,8.56,43.2,0.158
2025-12-23T16:51:23,ROB-01,1,89.82,1.99,38.6,0.011
2025-12-23T16:51:23,ROB-01,2,-18.96,10.22,43.3,0.184
2025-12-23T16:51:24,ROB-01,1,89.73,1.7,38.6,0.03
2025-12-23T16:51:24,ROB-01,2,-19.13,9.2,43.3,0.182
2025-12-23T16:51:25,ROB-01,1,89.62,1.28,38.6,0.025
2025-12-23T16:51:25,ROB-01,2,-19.29,10.35,43.3,0.205
2025-12-23T16:51:26,ROB-01,1,89.5,1.64,38.6,0.019
2025-12-23T16:51:26,ROB-01,2,-19.44,9.98,43.3,0.158
2025-12-23T16:51:27,ROB-01,1,89.36,1.29,38.6,0.038
2025-12-23T16:51:27,ROB-01,2,-19.56,9.45,43.3,0.156
2025-12-23T16:51:28,ROB-01,1,89.2,1.9,38.6,0.04
2025-12-23T16:51:28,ROB-01,2,-19.68,9.44,43.3,0.142
2025-12-23T16:51:29,ROB-01,1,89.02,1.76,38.6,0.01
2025-12-23T16:51:29,ROB-01,2,-19.77,9.85,43.4,0.184
2025-12-23T16:51:30,ROB-01,1,88.82,1.74,38.6,0.022
2025-12-23T16:51:30,ROB-01,2,-19.85,8.95,43.4,0.139
2025-12-23T16:51:31,ROB-01,1,88.61,1.29,38.6,0.031
2025-12-23T16:51:31,ROB-01,2,-19.91,9.56,43.4,0.145
2025-12-23T16:51:32,ROB-01,1,88.38,1.68,38.6,0.029
2025-12-23T16:51:32,ROB-01,2,-19.96,8.61,43.4,0.133
2025-12-23T16:51:33,ROB-01,1,88.13,1.22,38.6,0.023
2025-12-23T16:51:33,ROB-01,2,-19.99,8.87,43.4,0.171
2025-12-23T16:51:34,ROB-01,1,87.87,1.27,38.6,0.026
2025-12-23T16:51:34,ROB-01,2,-20.0,9.7,43.5,0.168
2025-12-23T16:51:35,ROB-01,1,87.58,1.47,38.6,0.021
2025-12-23T16:51:35,ROB-01,2,-20.0,9.55,43.5,0.193
2025-12-23T16:51:36,ROB-01,1,87.28,1.51,38.6,0.031
2025-12-23T16:51:36,ROB-01,2,-19.97,10.3,43.5,0.186
2025-12-23T16:51:37,ROB-01,1,86.97,1.51,38.6,0.037
2025-12-23T16:51:37,ROB-01,2,-19.94,9.01,43.5,0.177
2025-12-23T16:51:38,ROB-01,1,86.63,1.45,38.6,0.032
2025-12-23T16:51:38,ROB-01,2,-19.88,9.09,43.5,0.182
2025-12-23T16:51:39,ROB-01,1,86.28,1.98,38.6,0.035
2025-12-23T16:51:39,ROB-01,2,-19.81,9.48,43.5,0.173
2025-12-23T16:51:40,ROB-01,1,85.92,1.68,38.6,0.034
2025-12-23T16:51:40,ROB-01,2,-19.73,9.47,43.6,0.156
2025-12-23T16:51:41,ROB-01,1,85.54,1.87,38.6,0.022
2025-12-23T16:51:41,ROB-01,2,-19.62,10.37,43.6,0.187
2025-12-23T16:51:42,ROB-01,1,85.14,1.73,38.6,0.021
2025-12-23T16:51:42,ROB-01,2,-19.5,10.19,43.6,0.191
2025-12-23T16:51:43,ROB-01,1,84.72,1.82,38.6,0.012
2025-12-23T16:51:43,ROB-01,2,-19.37,8.49,43.6,0.154
2025-12-23T16:51:44,ROB-01,1,84.29,1.28,38.6,0.025
2025-12-23T16:51:44,ROB-01,2,-19.21,9.85,43.6,0.181
2025-12-23T16:51:45,ROB-01,1,83.84,1.52,38.6,0.035
2025-12-23T16:51:45,ROB-01,2,-19.05,8.98,43.7,0.155
2025-12-23T16:51:46,ROB-01,1,83.38,1.28,38.6,0.04
2025-12-23T16:51:46,ROB-01,2,-18.86,8.59,43.7,0.16
2025-12-23T16:51:47,ROB-01,1,82.9,1.37,38.6,0.02
2025-12-23T16:51:47,ROB-01,2,-18.67,8.27,43.7,0.126
2025-12-23T16:51:48,ROB-01,1,82.41,1.43,38.6,0.016
2025-12-23T16:51:48,ROB-01,2,-18.45,8.79,43.7,0.16
2025-12-23T16:51:49,ROB-01,1,81.9,1.27,38.6,0.017
2025-12-23T16:51:49,ROB-01,2,-18.22,9.15,43.7,0.184
2025-12-23T16:51:50,ROB-01,1,81.38,1.65,38.6,0.03
2025-12-23T16:51:50,ROB-01,2,-17.98,10.07,43.7,0.181
2025-12-23T16:51:51,ROB-01,1,80.85,1.94,38.6,0.038
2025-12-23T16:51:51,ROB-01,2,-17.72,9.01,43.8,0.185
2025-12-23T16:51:52,ROB-01,1,80.29,1.87,38.6,0.031
2025-12-23T16:51:52,ROB-01,2,-17.45,9.7,43.8,0.191
2025-12-23T16:51:53,ROB-01,1,79.73,1.69,38.6,0.019
2025-12-23T16:51:53,ROB-01,2,-17.16,8.62,43.8,0.148
2025-12-23T16:51:54,ROB-01,1,79.15,1.59,38.6,0.022
2025-12-23T16:51:54,ROB-01,2,-16.86,8.04,43.8,0.149
2025-12-23T16:51:55,ROB-01,1,78.56,1.93,38.6,0.032
2025-12-23T16:51:55,ROB-01,2,-16.55,9.13,43.8,0.183
2025-12-23T16:51:56,ROB-01,1,77.95,1.32,38.6,0.022
2025-12-23T16:51:56,ROB-01,2,-16.23,9.51,43.8,0.147
2025-12-23T16:51:57,ROB-01,1,77.33,1.51,38.6,0.032
2025-12-23T16:51:57,ROB-01,2,-15.89,8.31,43.9,0.166
2025-12-23T16:51:58,ROB-01,1,76.7,1.3,38.6,0.028
2025-12-23T16:51:58,ROB-01,2,-15.54,8.39,43.9,0.149
2025-12-23T16:51:59,ROB-01,1,76.05,1.22,38.6,0.029
2025-12-23T16:51:59,ROB-01,2,-15.18,7.61,43.9,0.116
2025-12-23T16:52:00,ROB-01,1,75.4,1.85,38.6,0.024
2025-12-23T16:52:00,ROB-01,2,-14.8,8.96,43.9,0.178
2025-12-23T16:52:01,ROB-01,1,74.73,1.45,38.6,0.03
2025-12-23T16:52:01,ROB-01,2,-14.42,8.12,43.9,0.157
2025-12-23T16:52:02,ROB-01,1,74.04,1.5,38.6,0.037
2025-12-23T16:52:02,ROB-01,2,-14.03,7.62,43.9,0.143
2025-12-23T16:52:03,ROB-01,1,73.35,1.67,38.6,0.031
2025-12-23T16:52:03,ROB-01,2,-13.62,8.55,44.0,0.132
2025-12-23T16:52:04,ROB-01,1,72.65,1.5,38.6,0.029
2025-12-23T16:52:04,ROB-01,2,-13.21,7.28,44.0,0.133
2025-12-23T16:52:05,ROB-01,1,71.93,1.24,38.6,0.011
2025-12-23T16:52:05,ROB-01,2,-12.79,8.16,44.0,0.162
2025-12-23T16:52:06,ROB-01,1,71.2,1.34,38.6,0.02
2025-12-23T16:52:06,ROB-01,2,-12.35,7.33,44.0,0.157
2025-12-23T16:52:07,ROB-01,1,70.47,1.52,38.6,0.033
2025-12-23T16:52:07,ROB-01,2,-11.91,7.19,44.0,0.143
2025-12-23T16:52:08,ROB-01,1,69.72,1.68,38.6,0.01
2025-12-23T16:52:08,ROB-01,2,-11.47,8.23,44.0,0.129
2025-12-23T16:52:09,ROB-01,1,68.96,1.33,38.6,0.013
2025-12-23T16:52:09,ROB-01,2,-11.01,7.11,44.0,0.132
2025-12-23T16:52:10,ROB-01,1,68.2,1.64,38.6,0.038
2025-12-23T16:52:10,ROB-01,2,-10.55,6.75,44.1,0.134
2025-12-23T16:52:11,ROB-01,1,67.42,1.83,38.6,0.026
2025-12-23T16:52:11,ROB-01,2,-10.08,7.38,44.1,0.136
2025-12-23T16:52:12,ROB-01,1,66.64,2.0,38.6,0.027
2025-12-23T16:52:12,ROB-01,2,-9.61,8.41,44.1,0.127
2025-12-23T16:52:13,ROB-01,1,65.84,1.66,38.6,0.013
2025-12-23T16:52:13,ROB-01,2,-9.13,6.72,44.1,0.127
2025-12-23T16:52:14,ROB-01,1,65.04,1.59,38.6,0.033
2025-12-23T16:52:14,ROB-01,2,-8.65,7.4,44.1,0.117
2025-12-23T16:52:15,ROB-01,1,64.23,1.26,38.7,0.039
2025-12-23T16:52:15,ROB-01,2,-8.16,7.97,44.1,0.14
2025-12-23T16:52:16,ROB-01,1,63.41,1.77,38.7,0.01
2025-12-23T16:52:16,ROB-01,2,-7.67,7.68,44.1,0.149
2025-12-23T16:52:17,ROB-01,1,62.59,1.99,38.7,0.039
2025-12-23T16:52:17,ROB-01,2,-7.18,7.87,44.2,0.156
2025-12-23T16:52:18,ROB-01,1,61.76,1.29,38.7,0.022
2025-12-23T16:52:18,ROB-01,2,-6.68,7.13,44.2,0.123
2025-12-23T16:52:19,ROB-01,1,60.92,1.27,38.7,0.022
2025-12-23T16:52:19,ROB-01,2,-6.18,6.47,44.2,0.141
2025-12-23T16:52:20,ROB-01,1,60.07,1.69,38.7,0.016
2025-12-23T16:52:20,ROB-01,2,-5.69,6.58,44.2,0.106
2025-12-23T16:52:21,ROB-01,1,59.22,1.97,38.7,0.027
2025-12-23T16:52:21,ROB-01,2,-5.19,6.91,44.2,0.125
2025-12-23T16:52:22,ROB-01,1,58.37,1.33,38.7,0.011
2025-12-23T16:52:22,ROB-01,2,-4.69,7.32,44.2,0.115
2025-12-23T16:52:23,ROB-01,1,57.5,1.71,38.7,0.019
2025-12-23T16:52:23,ROB-01,2,-4.19,6.7,44.2,0.128
2025-12-23T16:52:24,ROB-01,1,56.64,1.97,38.7,0.022
2025-12-23T16:52:24,ROB-01,2,-3.69,6.61,44.2,0.12
2025-12-23T16:52:25,ROB-01,1,55.77,1.62,38.7,0.028
2025-12-23T16:52:25,ROB-01,2,-3.19,6.95,44.3,0.106
2025-12-23T16:52:26,ROB-01,1,54.89,1.79,38.7,0.03
2025-12-23T16:52:26,ROB-01,2,-2.7,6.47,44.3,0.106
2025-12-23T16:52:27,ROB-01,1,54.01,1.48,38.7,0.019
2025-12-23T16:52:27,ROB-01,2,-2.2,5.34,44.3,0.096
2025-12-23T16:52:28,ROB-01,1,53.13,1.29,38.7,0.036
2025-12-23T16:52:28,ROB-01,2,-1.71,6.76,44.3,0.14
2025-12-23T16:52:29,ROB-01,1,52.24,1.58,38.7,0.032
2025-12-23T16:52:29,ROB-01,2,-1.23,4.88,44.3,0.078
2025-12-23T16:52:30,ROB-01,1,51.35,1.63,38.7,0.028
2025-12-23T16:52:30,ROB-01,2,-0.75,6.58,44.3,0.125
2025-12-23T16:52:31,ROB-01,1,50.46,1.94,38.7,0.029
2025-12-23T16:52:31,ROB-01,2,-0.27,5.61,44.3,0.101
2025-12-23T16:52:32,ROB-01,1,49.56,1.57,38.7,0.021
2025-12-23T16:52:32,ROB-01,2,0.2,5.61,44.3,0.099
2025-12-23T16:52:33,ROB-01,1,48.67,1.69,38.7,0.026
2025-12-23T16:52:33,ROB-01,2,0.67,5.88,44.3,0.103
2025-12-23T16:52:34,ROB-01,1,47.77,1.53,38.7,0.032
2025-12-23T16:52:34,ROB-01,2,1.13,5.45,44.4,0.11
2025-12-23T16:52:35,ROB-01,1,46.87,1.43,38.7,0.038
2025-12-23T16:52:35,ROB-01,2,1.58,6.7,44.4,0.111
2025-12-23T16:52:36,ROB-01,1,45.97,1.66,38.7,0.019
2025-12-23T16:52:36,ROB-01,2,2.03,6.05,44.4,0.101
2025-12-23T16:52:37,ROB-01,1,45.07,1.23,38.7,0.025
2025-12-23T16:52:37,ROB-01,2,2.47,6.24,44.4,0.096
2025-12-23T16:52:38,ROB-01,1,44.17,1.52,38.7,0.012
2025-12-23T16:52:38,ROB-01,2,2.89,7.01,44.4,0.124
2025-12-23T16:52:39,ROB-01,1,43.27,1.81,38.7,0.032
2025-12-23T16:52:39,ROB-01,2,3.32,5.48,44.4,0.113
2025-12-23T16:52:40,ROB-01,1,42.37,1.85,38.7,0.027
2025-12-23T16:52:40,ROB-01,2,3.73,5.75,44.4,0.088
2025-12-23T16:52:41,ROB-01,1,41.48,1.63,38.7,0.014
2025-12-23T16:52:41,ROB-01,2,4.13,6.01,44.4,0.124
2025-12-23T16:52:42,ROB-01,1,40.58,1.87,38.7,0.016
2025-12-23T16:52:42,ROB-01,2,4.52,5.77,44.4,0.106
2025-12-23T16:52:43,ROB-01,1,39.68,1.97,38.7,0.028
2025-12-23T16:52:43,ROB-01,2,4.9,5.67,44.5,0.115
2025-12-23T16:52:44,ROB-01,1,38.79,1.52,38.7,0.023
2025-12-23T16:52:44,ROB-01,2,5.27,7.27,44.5,0.116
2025-12-23T16:52:45,ROB-01,1,37.9,1.45,38.7,0.036
2025-12-23T16:52:45,ROB-01,2,5.63,6.93,44.5,0.121
2025-12-23T16:52:46,ROB-01,1,37.01,1.64,38.7,0.028
2025-12-23T16:52:46,ROB-01,2,5.98,6.59,44.5,0.125
2025-12-23T16:52:47,ROB-01,1,36.13,1.25,38.7,0.035
2025-12-23T16:52:47,ROB-01,2,6.31,6.61,44.5,0.145
2025-12-23T16:52:48,ROB-01,1,35.25,1.71,38.7,0.013
2025-12-23T16:52:48,ROB-01,2,6.63,7.34,44.5,0.142
2025-12-23T16:52:49,ROB-01,1,34.37,1.88,38.7,0.036
2025-12-23T16:52:49,ROB-01,2,6.94,5.92,44.5,0.109
2025-12-23T16:52:50,ROB-01,1,33.5,1.28,38.7,0.013
2025-12-23T16:52:50,ROB-01,2,7.24,7.54,44.5,0.113
2025-12-23T16:52:51,ROB-01,1,32.63,1.8,38.7,0.04
2025-12-23T16:52:51,ROB-01,2,7.52,7.14,44.6,0.124
2025-12-23T16:52:52,ROB-01,1,31.77,1.46,38.7,0.024
2025-12-23T16:52:52,ROB-01,2,7.79,6.24,44.6,0.131
2025-12-23T16:52:53,ROB-01,1,30.91,1.66,38.7,0.038
2025-12-23T16:52:53,ROB-01,2,8.04,6.94,44.6,0.104
2025-12-23T16:52:54,ROB-01,1,30.06,1.52,38.7,0.03
2025-12-23T16:52:54,ROB-01,2,8.28,8.06,44.6,0.145
2025-12-23T16:52:55,ROB-01,1,29.21,1.24,38.7,0.017
2025-12-23T16:52:55,ROB-01,2,8.51,6.39,44.6,0.106
2025-12-23T16:52:56,ROB-01,1,28.38,1.44,38.7,0.03
2025-12-23T16:52:56,ROB-01,2,8.72,6.89,44.6,0.135
2025-12-23T16:52:57,ROB-01,1,27.54,1.67,38.7,0.038
2025-12-23T16:52:57,ROB-01,2,8.91,6.43,44.6,0.119
2025-12-23T16:52:58,ROB-01,1,26.72,1.56,38.7,0.032
2025-12-23T16:52:58,ROB-01,2,9.09,6.75,44.7,0.118
2025-12-23T16:52:59,ROB-01,1,25.9,1.74,38.7,0.011
2025-12-23T16:52:59,ROB-01,2,9.25,7.24,44.7,0.135
2025-12-23T16:53:00,ROB-01,1,25.09,1.81,38.7,0.021
2025-12-23T16:53:00,ROB-01,2,9.4,7.99,44.7,0.123
2025-12-23T16:53:01,ROB-01,1,24.28,1.68,38.7,0.03
2025-12-23T16:53:01,ROB-01,2,9.53,6.66,44.7,0.148
2025-12-23T16:53:02,ROB-01,1,23.49,1.47,38.7,0.036
2025-12-23T16:53:02,ROB-01,2,9.65,7.72,44.7,0.165
2025-12-23T16:53:03,ROB-01,1,22.7,1.9,38.7,0.012
2025-12-23T16:53:03,ROB-01,2,9.75,8.32,44.7,0.126
2025-12-23T16:53:04,ROB-01,1,21.93,1.37,38.7,0.029
2025-12-23T16:53:04,ROB-01,2,9.83,6.99,44.7,0.12
2025-12-23T16:53:05,ROB-01,1,21.16,1.83,38.7,0.02
2025-12-23T16:53:05,ROB-01,2,9.9,7.08,44.8,0.149
2025-12-23T16:53:06,ROB-01,1,20.4,1.99,38.7,0.014
